id,score,comments
ul02n9,530,77
ul00jq,34,0
ukzt09,9,1
ukzqng,11,1
ukzhd8,22,0
ukzftj,51,0
ukz6ci,39,7
ukyzrf,299,37
ukyn86,47,1
uky4sg,63,7
ukxxj2,33,7
ukxw9x,1,0
ukxuhp,96,8
ukxmla,1,0
ukxjpj,10,2
ukxip9,15,0
ukxdnk,1,0
ukxavv,1,0
ukxa51,33,3
ukx882,29,6
ukwmb4,13898,335
ukwhyo,9,3
ukwgg3,0,0
ukwdgl,36,0
ukw8qc,120,6
ukw857,140,2
ukw7dy,5,0
ukw3cl,39,11
ukw365,16,4
ukvzdc,87,22
ukvuxk,12,8
ukvols,13,2
ukvb4y,8,2
ukv1kf,1,0
ukuxf2,48,1
ukun95,113,5
ukujnk,48,1
ukudhv,23,1
ukud0p,12,0
uku5ke,11,1
uku5eq,1,0
uku42d,17,0
uktxmx,32,4
uktwzx,1,0
uktsnq,36,4
uktp0i,6,2
uktljm,104,6
uktknq,17,1
uktjx6,17,0
ukti08,1,0
uktevd,20,4
ukterq,62,14
uktdgk,1,1
uktcrq,48,3
uktas4,45,4
ukt9em,7,3
ukt66t,6,3
ukt55e,1,1
ukt4x1,3,0
ukt314,19,0
ukt2yo,2,0
uksvoi,20,2
uksn92,379,14
uksn4b,20,1
ukskwq,2,0
uksjmg,19,0
uksglb,123,4
uksf02,22,0
ukser4,1,0
uksc8i,1,0
uksb6t,1,0
uks93a,90,10
uks8oi,1,0
uks7je,11,3
uks50i,5327,98
uks4u1,22,8
uks487,1,1
uks3nq,1,0
uks0si,24,1
ukrzsi,223,6
ukrwyk,8,4
ukrrop,456,7
ukrp31,70,4
ukrn5q,29,3
ukrl5r,3,1
ukriru,67,4
ukrhw8,10,1
ukrhoh,8,3
ukrey8,1,0
ukr7zq,32,2
ukr7b3,52,1
ukr6h1,17,1
ukr6bp,1,0
ukr2tl,23,3
ukr2kx,1,0
ukr1ic,14,0
ukr1es,1,0
ukr0k5,9,1
ukqzjr,1079,89
ukqzie,3,0
ukqwxt,1,0
ukqvsa,1,1
ukqs87,32,3
ukqjk6,1,0
ukqdim,10,2
ukqcrj,21,15
ukqbz9,22,3
ukq6zw,19,0
ukq6gn,806,58
ukq4xq,8,0
ukq3kq,27,5
ukq27s,1,0
ukpy14,21,0
ukpu7c,48,1
ukpqer,39,0
ukppfv,37,2
ukpoye,29,0
ukposn,116,2
ukplzm,22,1
ukpkcv,9,10
ukpjot,22,4
ukpisi,36,3
ukphwr,58,17
ukpfzj,0,8
ukpfew,2528,36
ukpetl,0,3
ukpbav,1,1
ukpb2q,35,7
ukparc,15,2
ukpa8l,19,3
ukp8yp,42,0
ukp8is,12,1
ukp7rd,0,1
ukp7ia,12,2
ukp4cl,10,1
ukp44h,46,3
ukp0ym,23,0
ukp0r2,1,0
ukoyx0,345,20
ukotgi,19,5
ukotbo,41,0
ukoqdb,20,1
ukopw5,11,0
ukohrm,47,5
ukoez8,11,2
ukodvb,30,3
ukodhl,1,0
ukocqx,2,0
ukoc4w,1576,315
ukoc4u,64,2
ukobqz,76,12
uko6mc,57,6
uko69o,15,0
uko3xb,1,1
uko1ae,1,0
uko02f,0,16
uknze2,16,0
uknw7j,2,0
uknun4,1,0
uknttc,38,2
uknpfq,18,1
uknm4k,18,2
uknbxl,46,2
ukn97u,3419,46
ukn96c,343,10
ukn4qz,1,1
ukn3vt,136,10
ukn281,17,0
ukn0in,14,1
ukms29,190,10
ukmks0,18,0
ukmjyl,19,0
ukmh1s,55,13
ukmfqg,1,0
ukmfpp,1,0
ukmfph,13,2
ukmcgp,5,0
ukmbbl,10,1
ukm938,1,0
ukm3n8,1,1
ukm24a,12,1
uklrz1,1,0
uklqpy,173,13
uklmtf,9,0
uklklr,23,8
ukliio,531,41
uklcfy,34,10
uklaqc,1,1
ukl9t3,60,0
ukl1sx,36,15
ukl1ry,9,1
ukl0r6,5,10
ukkxo0,36,1
ukkwd4,36,0
ukkw7u,3,10
ukkud1,41,2
ukksex,19,4
ukkqm7,8,0
ukkpdj,23,4
ukkmpb,1,16
ukkkmy,39,2
ukkdik,10,0
ukkcye,22,1
ukk7x0,15,7
ukk614,47,5
ukk4w7,112,8
ukk4ct,14,0
ukk0ka,83,4
ukk0ij,77,13
ukjwo1,115,2
ukjw2y,12,3
ukjvv1,18,4
ukjunt,14,0
ukjugb,4,1
ukjsjt,1,0
ukjruq,24,4
ukjo5s,11,0
ukjmgv,10,2
ukjf4w,55,2
ukjbxh,8,3
ukja0l,10,2
ukj7re,7,3
ukj7ki,23,1
ukj4cd,5,6
ukj3du,12,1
ukixvd,62,10
ukixip,7,4
ukiqkq,16,0
ukikio,21,5
ukiio4,377,7
ukiiih,9,0
ukia4a,120,5
uki8sk,21,1
uki7vq,17,2
uki5d0,26,1
uki2fw,101,4
uki0yt,44,4
ukhp0t,5,8
ukhmk8,10,0
ukhii9,3,1
ukhhhl,7,1
ukhgr0,0,0
ukhffq,8,0
ukhfe3,871,19
ukhdt1,10,0
ukhdr2,0,2
ukhdce,323,15
ukhcv7,1,1
ukh5oy,5,0
ukh40g,80,2
ukgucw,23,5
ukgo4f,105,10
ukgo2c,1,0
ukgmie,27,2
ukgkz6,1,1
ukgk8i,157,12
ukgjed,6,2
ukghig,6,2
ukgdgf,1,0
ukg93k,20,0
ukg7mc,39,1
ukg66p,6,9
ukg4t0,18,4
ukg113,5,1
ukg0th,2281,36
ukfwnz,22,0
ukflee,2,0
ukfkpn,214,6
ukfexu,4,1
ukfepv,8,6
ukfeip,1,0
ukfbra,48,3
ukfbpu,1,0
ukf9ub,19,4
ukf1fc,4,2
ukestz,19,0
ukerv6,18,6
ukerkr,73,4
ukefvp,19,0
ukefnr,28,2
ukeb3q,714,14
uke7xj,19,2
uke4xv,1,0
uke4m9,120,4
uke4hu,46,3
uke1ot,40,0
uke156,19,0
uke08n,78,4
ukdvag,92,2
ukdtx1,23,0
ukds3f,1,1
ukdq5u,1,0
ukdpl0,1,0
ukdgxy,1,0
ukdg21,26,2
ukdcsf,1,0
ukdbog,1,0
ukcv4r,37,1
ukcv01,11,2
ukcuoe,15,4
ukct6d,7576,219
ukcs2v,42,3
ukcpwf,9,2
ukckfq,42,6
ukchqb,0,5
ukcf24,80,4
ukcdw4,1,2
ukccmc,36,1
ukcbw7,1,1
ukc3xo,91,12
ukc0ez,253,13
ukbzr9,44,6
ukbzot,48,2
ukbuh8,51,1
ukbt61,10,0
ukbqat,108,6
ukboxv,1,0
ukbnq5,1,0
ukbm44,1,1
ukbe74,653,32
ukbdiw,1647,39
ukba40,8,0
ukar41,3,2
ukaqzz,21,1
ukae9f,25,1
uka978,1976,90
uka0fw,25,2
uka0em,23,4
uk9xnd,49,4
uk9xku,24,3
uk9vlh,28,10
uk9vdh,1,0
uk9pyd,1,0
uk9ezp,32,4
uk9bk4,20,1
uk93id,1,0
uk91ka,1,0
uk8zsr,42,15
uk8xxq,1,1
uk8u1p,1,0
uk8q6c,1,0
uk8km0,28,0
uk8jfk,107,7
uk8ekg,1,0
uk87w4,24,3
uk7v6a,1,0
uk7r5p,1,0
uk7oes,1,0
uk7lrn,1,0
uk7k01,20,0
uk7jzd,1,0
uk7e02,8,7
uk7b3i,1,0
uk79oi,4,3
uk7624,1,0
uk755p,1,0
uk70dx,9,1
uk6vtt,1,0
uk6rjj,0,0
uk6rb7,32,0
uk6ncj,1,0
uk6n9s,1,0
uk6j08,0,1
uk6gtn,20,2
uk6gju,18,0
uk6e4t,19,1
uk69kt,14,0
uk65ry,29,4
uk600w,6,0
uk5zb0,1,0
uk5yb6,8,0
uk5uqq,109,10
uk5t3m,27,0
uk5p1j,1,0
uk5lz6,24,3
uk59jc,0,1
uk54jt,25,0
uk4uk6,2,0
uk4pas,1,0
uk4kxw,600,36
uk4ggv,8,8
uk4f9b,10,0
uk4c8s,0,16
uk48zv,1,0
uk48wj,131,14
uk41dl,6491,107
uk3y98,26,5
uk3xbb,1,1
uk3q73,1,1
uk3no0,65,3
uk3ire,1,0
uk2yqj,44,8
uk2wqv,51,1
uk2urr,9,1
uk2uku,159,29
uk2fgq,6,0
uk2cg1,68,21
uk2buf,32,1
uk258d,15,6
uk1rzo,38,3
uk1n8a,11,1
uk1l4t,1269,81
uk1l3m,2562,159
uk1eq9,1,4
uk1e53,1,1
uk16lj,1,0
uk12j0,8,2
uk11q1,12,1
uk0zhc,44,8
uk0zcb,1,0
uk0yp5,10,0
uk0sya,35,0
uk0pt4,45,4
uk0mxj,86,8
uk0kzt,9,0
uk0ed6,129,10
uk0b1p,88,3
uk08g3,24,1
uk06ap,1,1
uk02sl,0,0
ujzxmw,2,4
ujzvxa,35,4
ujztna,173,11
ujztf1,20,2
ujzr27,1,0
ujzqhg,1,0
ujzme3,67,5
ujzl1b,252,3
ujzjmi,1,0
ujzeow,1,0
ujzc3j,42,6
ujza2b,67,6
ujz9j3,23,0
ujz9hg,39,1
ujz63s,85,8
ujz5ul,15,1
ujz5hr,5,2
ujz4da,12,3
ujz1mt,16,0
ujz0nj,316,15
ujyzl6,1,1
ujyymj,4,3
ujyx24,1,0
ujywl0,26,6
ujysa1,1,0
ujyr7c,8,0
ujypqt,45,0
ujyomj,16,4
ujynii,1,0
ujymmn,27,2
ujylyr,47,1
ujxru3,9,4
ujxpoc,1,1
ujxi86,59,7
ujxhhj,22,1
ujxaai,8,1
ujx9sx,22,0
ujx3qt,61,4
ujwy3x,1,0
ujwwou,16,1
ujwo15,136,18
ujwnma,5,6
ujwl4b,109,0
ujwc1h,12,0
ujw9jp,13,0
ujw8s6,27,2
ujw3ds,10,0
ujvsma,87,6
ujvrjb,139,13
ujvq5e,1,0
ujvon7,23,1
ujvd54,16,2
ujv29a,13,0
ujuxd4,62,3
ujutj1,6,1
ujur92,1,0
ujuqzg,20,1
ujuq5v,1,1
ujup3x,70,0
ujuipc,21,3
ujuey5,24,3
ujubz0,23,9
uju90e,28,3
uju8kx,2520,97
uju8ax,86,7
uju26y,1,0
uju11p,25,4
ujtzyj,15,1
ujty43,1,0
ujtpwh,1,1
ujtngr,62,2
ujtncc,15,0
ujtip6,37,0
ujtfu1,3,1
ujtf5b,6,4
ujteju,34,1
ujt2u1,71,2
ujswwx,15,0
ujsnat,40,2
ujslnm,14,1
ujskft,224,8
ujsi90,33,3
ujsanw,365,26
ujs6hm,3,1
ujs2zs,1,0
ujrzo2,299,18
ujrp5g,26,0
ujrl2m,43,4
ujrhvj,18,3
ujr9ix,1,0
ujr8x6,1,1
ujr02q,33,0
ujqzfw,1,0
ujqyap,1,1
ujqy5j,16,2
ujqqfx,51,5
ujqguf,28,3
ujqgee,21,7
ujqeao,31,2
ujq9jk,6,1
ujq8na,1,0
ujq865,39,8
ujq7s4,16,0
ujq5ss,1,0
ujq1pu,8,0
ujq18g,1,0
ujq0y0,91,9
ujq09u,67,4
ujq07w,1,0
ujpzh9,8,0
ujpy8r,22,0
ujpqjm,106,3
ujpgsy,36,6
ujozdv,24,2
ujowxt,1,0
ujovz4,22,0
ujoggc,0,0
ujofod,3,1
ujo7n2,1,0
ujo7d8,1,0
ujnzez,1,0
ujnwn1,20,0
ujnjb9,1,0
ujnhs8,125,11
ujnhr9,1,0
ujn9af,27,1
ujn7vg,14,5
ujn6f1,35,0
ujn4ft,53,10
ujmvvf,832,23
ujmsah,36,11
ujmmcm,30,1
ujmlvf,1,0
ujm7ih,17,11
ujm33t,56,2
ujm18z,1,0
ujm0pe,156,9
ujlzm2,18,4
ujlmg1,17415,346
ujllae,16,3
ujlhms,10,2
ujl8jf,1,0
ujl75v,6,0
ujkzd7,21,6
ujkxef,38,4
ujkskr,1819,53
ujkodb,118,3
ujklwj,42,3
ujkc5u,9,5
ujkc5g,15,3
ujkanh,55,2
ujk7mp,31,13
ujk3tx,1,0
ujjv5w,1,0
ujju7h,1,0
ujjfjh,1,0
ujjel9,103,10
ujjcnp,1,0
ujiyg6,112,6
ujiwvp,1,0
ujirce,16,0
ujij9o,1,0
ujih8b,47,5
ujifhp,26,4
ujie52,8,8
ujidwb,1,1
ujibyk,1,0
uji5we,1,0
uji29m,14,2
ujhkpk,1,0
ujhahk,25,3
ujgz6t,1,0
ujgyec,1,0
ujgwf7,34,2
ujghg9,3,0
ujgcrh,14,5
ujgccz,16,2
ujgayd,17,4
ujg93n,30,3
ujg8xb,1,0
ujfsdi,21,56
ujfpx9,25,0
ujfke4,1,0
ujfb34,1,0
ujfatb,74,11
ujfalc,28,1
ujf8ua,32,0
ujevhi,33,6
ujeu9r,82,2
ujesyt,125,10
ujesop,38,1
ujeq05,200,5
ujeo3j,45,3
ujekpm,4,1
ujei52,1,0
ujegbq,9,3
ujefa4,1,0
uje9xw,13,5
uje8vc,39,0
ujdz8d,64,11
ujdyup,33,2
ujdwtx,261,14
ujdva4,1,0
ujds3q,10,4
ujdn4s,30,8
ujdmry,392,13
ujdlvu,91,16
ujdkmv,14,2
ujdgfo,5,0
ujdgf0,35,1
ujdff7,120,5
ujdemo,9,0
ujd7fc,20,3
ujd2fe,12,5
ujd2c3,1,0
ujd099,1,0
ujcvam,145,22
ujcurl,25,0
ujcrle,47,3
ujcmpe,1,0
ujciy7,25,6
ujchjz,28,1
