id,score,comments
uj3089,17,0
uj2xbb,2,0
uj2vlr,2,0
uj2tmc,17,5
uj2t5e,2,0
uj2ov1,25,1
uj2o4u,31,3
uj2gx0,1,0
uj2du6,19,3
uj28c3,20,0
uj27u9,155,7
uj27cb,48,0
uj20tj,1,0
uj1ykp,60,11
uj1ui5,575,19
uj1fia,1,0
uj1ewe,51,7
uj19fm,42,8
uj18z1,69,1
uj12kh,1,0
uj0sxq,2,3
uj0pg8,10,6
uj0lu4,1,0
uj0jcs,247,4
uj0gkj,1,0
uizxxn,20,2
uizmxx,18,0
uizdms,1,0
uiz9yj,13,2
uiz780,0,10
uiz57z,19,1
uiywn7,31,0
uiyw6i,22,1
uiyw3v,62,5
uiyqsg,18,6
uiyf23,18,3
uiyeh8,34,12
uiyeg2,23,2
uiy8ol,1,1
uiy7td,85,3
uiy5qj,0,1
uiy36b,11,0
uiy2be,10,0
uixz7s,97,1
uixk3h,1,0
uixiww,14,6
uixbia,1,0
uixago,1,0
uix0cs,35,2
uiwwtj,23,4
uiww5h,1,0
uiwvk2,1,0
uiwo7f,164,6
uiwlrf,19,8
uiwk7a,129,5
uiwjb6,1,0
uiwi8z,80,7
uiwe86,1,0
uiwdn6,1,1
uiw47v,16,2
uiw3lo,1,1
uivoqo,2829,20
uiv8c8,960,62
uiv5b3,9659,191
uiv1ls,42,3
uiv1bq,40,3
uiudxb,177,5
uiu48q,19,1
uits72,1,0
uitp9y,27,0
uitme5,34,2
uitlk7,1,1
uitiig,23,5
uitham,15,0
uitgp4,9,5
uitceg,1,0
uit3fl,1,0
uisz27,28,2
uiswwb,19,0
uist84,1,1
uisqv1,1,0
uispcu,1,1
uisnj7,1,0
uisitz,1,0
uis8dr,1,0
uis3w2,29,1
uis22d,19,12
uirqrc,0,2
uirnee,42,5
uirac6,2,0
uir6ai,1,1
uiqyui,21,0
uiqykw,1,0
uiqrw3,48,1
uiqld3,216,14
uiql02,12,0
uiqefj,0,2
uiqduq,19,0
uiq570,1,0
uipxk2,33,3
uipwr4,1,0
uipqtv,0,3
uipppj,80,2
uipkt9,1,0
uipiz8,1,0
uipg4c,1,0
uipdd9,25,0
uip4lb,22,6
uip3gs,47,6
uip28j,8,1
uioymz,92,8
uiow62,28,0
uioset,31,4
uion21,1,1
uiohz9,109,11
uio2no,21,15
uio2ds,1,0
uinxu2,1,0
uintva,10,8
uintis,36,1
uinra4,8,0
uinnih,22,0
uinkjn,30,2
uinjpe,32,2
uindkd,6,1
uind6b,13,2
uin4mo,1,0
uin0f2,14,1
uimvo4,14,1
uimr2z,42,0
uimp8c,32,0
uimnaa,14,0
uimj7d,50,3
uimf5h,68,3
uimawd,1,0
uimaf9,120,7
uim4hw,50,3
uim28j,1854,66
uim1kv,36,1
uily3g,46,6
uilwwk,86,4
uilt4c,24,0
uilrxq,22,0
uilqwb,11,0
uiloax,1,1
uillt6,21,0
uilhsb,1,0
uilhfs,18,1
uilhfj,0,51
uilgjb,1,2
uilg7d,6,7
uilaq4,2,0
uil91b,3,13
uil8x2,42,5
uil4s3,15,1
uil279,9,0
uil21i,41,3
uikwmz,51,1
uiksg3,297,16
uikq6c,17,0
uiklf8,14,0
uikjrb,45,5
uikfrt,1461,314
uikdjw,52,5
uikb0t,18,0
uika46,97,3
uijwit,14,3
uijm8k,1,0
uijhkj,1,0
uijd8q,31,5
uijd56,61,6
uij9q6,18,3
uij8xr,1,0
uij4l5,72,2
uij30a,30,5
uiiwke,15,1
uiiudl,219,40
uiit8g,36,0
uiissp,42,4
uiiqmj,1,0
uiipfs,112,13
uiieb5,47,12
uii5x7,108,6
uii339,38,6
uii1qe,73,4
uihq7k,11,11
uihlcj,34,2
uihgly,5,1
uihg9e,1,0
uihctk,9,4
uihcln,3,1
uihajh,56,6
uih68d,53,1
uih563,28,2
uih3b4,1,0
uih2w7,14,4
uih06b,1,0
uigz2u,103,10
uignma,1,1
uigfv6,35,2
uigfpi,22,0
uige3k,2,5
uigb4b,4,0
uig8sh,23,7
uig184,44,0
uifxri,47,3
uifxfw,1,0
uifxdy,29,2
uiftod,319,12
uif2ke,44,1
uiev5a,68,5
uieu6z,34,7
uiei2v,15,0
uieak2,235,8
uie84p,8,2
uie6mp,9,2
uie4m7,1,0
uie463,214,11
uie3n1,1,0
uie381,1,0
uie0x1,1,1
uidyk2,1,0
uidosm,94,9
uidlm2,8,0
uidkxd,1,1
uidkvo,37,1
uidi28,318,45
uidgws,27,7
uide84,86,4
uidajs,1,0
uid19s,43,5
uicve0,22,5
uicslx,1,0
uicr8t,1,0
uicqi0,1,1
uicpwt,173,5
uicmaj,354,18
uicdpk,27,2
uiccwk,26,4
uicc23,1,0
uicc19,13,1
uicbhn,14,0
uica4a,13,0
uibwpu,7,0
uibt7q,1,0
uibqua,79,4
uibog0,27,3
uibo08,1,0
uibniq,52,3
uibl5t,1,0
uibjyj,1,0
uibj0d,11,0
uibgk6,1,0
uibfm7,22,2
uibc9q,3,0
uibb90,15,1
uib8rb,1,0
uib5jy,13,0
uib0zl,1,0
uib0ol,54,3
uiayjo,1,0
uiak3m,27,0
uiaghe,35,7
uiaer6,1,0
uiabsg,13,3
uia711,1,0
uia5n7,1,0
uia56x,26,0
uia4op,11,3
uia3uu,30,1
ui9zrh,309,10
ui9r5k,89,7
ui9msp,1,0
ui9mjr,119,7
ui9lyx,17,2
ui9l6l,32,3
ui9kfe,27,0
ui9jhl,32,1
ui9iqf,7,1
ui9d0d,27,10
ui9c1x,16,0
ui9aa6,7,1
ui98b3,6,0
ui964p,29,0
ui91vq,3,0
ui914e,17,3
ui8yml,20,13
ui8ty4,289,28
ui8tfg,33,9
ui8t06,23,1
ui8rkj,9,4
ui8rce,1,0
ui8qdn,5,0
ui8p8c,1,1
ui8olo,68,5
ui8lzn,65,8
ui8edj,13,0
ui878h,25,1
ui80xz,138,4
ui7tpm,1,0
ui7tf1,1,0
ui7ris,32,9
ui7jlr,1,14
ui7euw,1,0
ui79uw,3,4
ui77o0,1,0
ui70ei,12,1
ui6xig,9,5
ui6qqh,364,9
ui6lmb,70,16
ui6km7,1,1
ui6dea,51,8
ui6c5g,1,0
ui6c44,1,0
ui67ro,1,0
ui6793,1,1
ui672i,108,5
ui62vh,44,5
ui5xbh,68,15
ui5u6b,15,0
ui5rrw,1334,134
ui5m0v,36,15
ui5jga,3130,102
ui5gik,8,0
ui4prv,80,2
ui4l31,1,1
ui4kiq,193,6
ui4812,1,0
ui47mg,117,27
ui3qib,731,33
ui3c8z,383,20
ui2syq,11448,138
ui2ga0,1,0
ui29hf,28,1
ui1ckv,1,0
ui12qh,1,0
ui0z2m,102,4
ui0a1f,29,1
ui028f,1,0
uhzt2t,51,6
uhzk35,28,3
uhzk12,1,0
uhze7x,21,0
uhzd6v,1,1
uhz9i5,34,6
uhz8vv,1,0
uhz6nn,1,0
uhz4o6,56,15
uhyy2v,18,3
uhyksn,1,0
uhyjc4,1,0
uhydfn,22,2
uhy9gi,1,0
uhy8t0,31,9
uhxq7w,38,1
uhxphm,1,1
uhxhc2,57,3
uhxd1a,52,0
uhx8ci,161,8
uhx6fn,1,1
uhx543,1,0
uhx1q6,19,10
uhwyav,12,2
uhwst9,30,4
uhwn05,207,13
uhwl6i,1,0
uhwkas,87,11
uhwehw,25,7
uhwdxn,11,1
uhwcjg,18,3
uhw8cn,19,3
uhw804,64,8
uhw3ob,67,0
uhvyni,294,8
uhvtry,44,7
uhvtl6,46,6
uhvtfp,55,5
uhvhne,61,11
uhvba4,95,17
uhv6sa,437,15
uhv1v2,176,17
uhv12s,1,0
uhuz18,40,2
uhulkl,23,11
uhul12,172,8
uhujff,70,7
uhugwu,1,0
uhugbd,43,9
uhufw7,48,0
uhufmx,13,4
uhuep6,12,1
uhudh3,34,2
uhuctk,31,0
uhu5dp,711,42
uhtrzt,29,0
uhtmyg,536,8
uhti5k,1,0
uhtgv8,18,1
uhtgo9,13,3
uhtgjz,37,1
uhtgeh,19,0
uhtfny,19,2
uhtcjs,4,0
uht9fy,37,3
uht8yr,19,1
uht3mm,308,7
uht32s,21,5
uhsxix,40,2
uhsrng,19,1
uhsqg1,41,12
uhsq5x,32,3
uhsptf,1,1
uhskkp,15,0
uhsgdq,36,5
uhsg6k,89,5
uhsfrr,23,16
uhs919,97,3
uhs25f,62,0
uhrxhl,4964,86
uhrwz5,226,25
uhrwsj,265,43
uhrvp0,32,7
uhrp4n,55,4
uhrklt,1,0
uhrhyt,1,0
uhra8b,68,7
uhr97l,110,12
uhqv6m,38,4
uhqrn1,37,2
uhqpgx,36,4
uhqk2c,19,2
uhqeqd,168,5
uhqegt,135,6
uhqd2g,1,0
uhqa2p,98,9
uhq50j,15,1
uhpvye,28,1
uhppy4,9,0
uhpmuo,180,20
uhpfz1,1,0
uhpf4f,9,1
uhozbm,68,6
uhor0i,15,0
uhooue,15,1
uhokf7,30,12
uhohcs,1,0
uhof0x,11,1
uhoabq,0,2
uho0t3,20,7
uho0bg,23,0
uhny1r,67,5
uhnu7d,9,1
uhnqbt,22,3
uhnngm,10,3
uhnkg4,4070,182
uhngm1,60,5
uhngey,11,7
uhnfam,23,3
uhnf5g,1,0
uhneva,22,3
uhncvw,44,4
uhncbu,12,3
uhna91,0,1
uhn4pk,61,13
uhn1mm,36,0
uhmuv9,49,3
uhmt02,23,9
uhmq7r,15,7
uhmnf4,5,1
uhmn71,1,0
uhmmb6,18,2
uhmlzm,17,2
uhmlhe,8,9
uhmlg1,1,1
uhm7bz,33,1
uhlurk,22,4
uhlu9l,1,3
uhlrds,50,3
uhlh62,92,8
uhlfkd,1,0
uhlce7,26,4
uhlbxd,46,12
uhl8vv,26,3
uhl7an,29,7
uhl3tq,22,13
uhl3ha,104,6
uhl17r,12,0
uhkync,32,0
uhkxss,20,10
uhkpb3,22,2
uhkk60,18,3
uhkcie,145,9
uhkch9,26,5
uhjv25,5,5
uhjpvj,8,1
uhjlci,17,5
uhjkvs,155,11
uhjfgh,10,2
uhjblf,194,3
uhj5d5,10,6
uhizyb,19,7
uhisrj,14,0
uhirjo,13,2
uhimly,1,0
uhil37,1,0
uhic6f,30,0
uhi4fe,82,4
uhi42w,1079,52
uhi22j,16,2
uhhyja,25,2
uhhxjc,30,6
uhhwvs,44,6
uhhw3z,1,0
uhhpxq,1,0
uhhndt,16,2
uhheyt,0,11
uhhdph,22,1
uhhcsg,30,1
uhhcqk,56,3
uhhazc,35,0
uhh9fr,23,1
uhh0um,12,1
uhgz6h,72,4
uhgtvg,108,5
uhgtmy,1,0
uhgtgw,97,9
uhgmrm,12,1
uhg9kr,17,2
uhg84b,85,5
uhfvd2,1,0
uhfvb2,0,1
uhft1u,0,0
uhfpic,65,5
uhfp5a,41,10
uhfozg,98,8
uhfjfn,3,1
uhfhx3,38,4
uhf9ll,1,1
uhf98v,1,0
uhf845,1,1
uhf3gj,91,12
uhetdd,19,2
uheryz,15268,206
uheqws,0,1
uhdxxg,177,5
uhdrj5,10,3
uhdocs,11,1
uhdbks,1,0
uhd8br,4,0
uhd36b,43,0
uhcoak,1,0
uhchsw,7,0
uhch6x,20,2
uhcgaq,302,36
uhcfku,25,2
uhcemg,11,0
uhcdpk,8,0
uhcd01,24,3
uhc6cp,23,1
uhbomu,1,0
uhboly,1,0
uhbhux,1,0
uhbh6l,164,15
uhbf89,1,0
uhbf29,7,1
uhb7fc,136,5
uhb20o,8,0
uhaza9,1,0
uhawsb,139,34
uhaq8b,1,0
uhah38,21,0
uh9z8c,1,1
uh9vj9,1,0
uh9h3l,30,2
uh9442,29,1
uh8to0,5,2
uh8srf,1,0
uh8jb0,15,5
uh8hsd,81,9
uh8d9a,46,6
uh88gg,14,3
uh8457,9,1
uh824o,1,0
uh7zu0,1,0
uh7vw4,100,10
uh7twk,2,1
uh7qhl,6,0
uh7iz8,35,3
uh7hzz,30,6
uh7gfl,1,0
uh7geb,14,0
uh7ba8,6,1
uh78an,28,0
uh72y1,137,35
uh71v4,228,9
uh6u4v,2230,59
uh6tl0,17,1
uh6tdb,1,0
uh6nj5,3,1
uh6lpg,26,5
uh6jt8,1,0
uh6i5v,64,3
uh6gd9,134,5
uh6ga0,3,0
uh6fia,1,0
uh6em3,14,2
uh6bi7,41,0
uh667c,7,1
uh5yi2,34,1
uh5wkl,4,0
uh5wk5,49,11
uh5vrq,21,0
uh5p06,8,3
uh5llr,56,2
uh5lhb,78,1
uh5g1v,18,0
uh5e8u,46,5
uh58ou,14,2
uh56w3,57,3
uh55vb,34,18
uh53sq,4,1
uh4vi5,174,17
uh4kyi,262,11
uh4hju,14,2
uh4gre,1,1
uh4a0s,12,0
uh43zc,12,0
uh435q,0,1
uh41il,33,4
uh404w,98,7
uh3y0n,980,21
uh3xhx,1,0
uh3vhu,10,1
uh3t0c,1,0
uh3quy,1,0
uh3pty,188,15
uh3l00,54,3
uh3ke8,23,0
uh3hok,376,11
uh3fus,85,5
uh3atp,42,6
uh39t1,12,1
uh38i3,35,5
uh33kp,1,0
uh32xn,9,1
uh2y3g,146,6
uh2tq3,55,6
uh2spb,87,4
uh2sow,85,12
uh2r0y,31,1
uh2qo2,34,1
uh2c28,22,2
uh2ah2,26,0
uh29vu,60,4
uh29ve,63,0
uh25dh,182,11
uh22gi,132,16
uh20gr,46,5
uh1zt3,30,0
uh1vbw,30,0
uh1ues,1,1
uh1opb,157,10
uh1gag,19,3
uh1d7k,33,1
uh1b4b,64,0
uh1b37,470,10
uh1aje,14,0
uh10jy,3,1
uh0ywk,38,1
uh0yix,27,1
uh0y65,30,4
uh0lwz,35,5
uh0lrf,1,0
uh0irm,38,3
uh0hwm,1,1
uh0g0n,73,5
uh0dk5,1,0
uh07ju,1,0
uh03j2,1,0
ugzy0g,25,1
ugztzk,22,10
ugzrak,23,11
ugzok4,52,5
ugzko5,1,0
ugzg9o,99,2
ugz8ub,41,9
ugz5vv,253,46
ugyzi7,3,1
ugyun6,475,14
ugytnl,20,2
ugyt07,1,0
ugyrt5,105,2
ugyqyo,16,2
ugyq2s,27,3
ugyofm,7,8
ugyo66,1,0
ugymwe,1,0
ugymi7,1,0
ugyj8p,2,3
ugyi61,1,0
ugy68u,202,23
ugy0dh,26,4
ugxyhy,2,1
ugxwkf,17,0
ugxvma,32,5
ugxrre,25,1
ugxr70,5,4
ugxi9e,2,2
ugxeg7,25,6
ugxdwv,16,7
ugxca0,1,1
ugx44d,26,0
ugx286,30,3
ugx24p,3,4
ugx05i,1,1
ugwynv,1,0
ugwx9d,55,6
ugwx8b,34,1
ugwr88,43,4
ugwhvm,89,2
ugwhrz,1,0
ugw8ou,6,1
ugw7ru,1506,90
ugvzuc,1,0
ugvzod,12,5
ugvx8c,51,5
ugvvzn,7,0
ugvs2w,31,3
ugvqjs,5,1
ugvm3a,1,0
ugvkxr,8,0
ugvjs8,1,1
ugvhqo,22,0
ugvfmr,22,5
ugv8ky,22,1
ugv74t,36,5
ugv74d,68,8
ugv4v5,27,1
uguz5r,11,0
uguy2a,6,2
ugun0s,25,2
uguhhp,260,9
ugudu6,21,2
ugudc4,1,0
uguclj,32,2
ugub39,11,1
ugu7ps,23,4
ugu4s7,2,1
ugu3h5,6,0
ugtzs8,15,2
ugtxmv,32,1
ugtw85,11,0
ugtv8a,10,0
ugttbb,12,0
ugtr6q,22,1
ugtr2p,1,4
ugtqgy,14,1
ugtn1u,7,8
ugtlgy,66,4
ugtgqg,25,2
ugtcz1,1,1
ugtaus,30,0
ugt7w9,9,4
ugt1mk,1,0
ugsz7z,216,27
ugsxth,13,0
ugsr0k,60,6
ugso57,44,11
ugs9j4,51,14
ugs7eh,2,1
ugs6jy,52,0
ugs5hf,1,0
ugs449,52,3
ugrslu,64,3
ugrskd,12,1
ugrqwo,38,1
ugrpv6,18,3
ugrkgq,39,2
ugrc01,1,0
ugr9h9,1,0
ugr79i,1,0
ugr75a,1,0
ugr5by,1,1
ugr05l,15,0
ugqzzt,3680,161
ugqvc1,1,1
ugqsnv,15,7
ugqfh9,1,0
ugqd8h,3813,23
ugqbji,1,0
ugq2zc,78,1
ugpw93,1,0
ugpqub,535,15
ugpqn1,95,2
ugpowe,504,27
ugpn5q,134,15
ugpcx4,8,4
ugpc2h,10,1
ugp64q,298,35
ugp0iz,34,0
ugoqbz,89,8
ugomb3,15,2
ugolni,7,0
ugoklr,7,0
ugojzq,18,1
ugoi54,1,0
ugohy5,0,1
ugoasi,44,0
ugo159,135,7
ugnxa2,18,0
ugn786,1,0
ugn6mm,39,0
ugn3w3,14336,297
ugn36n,19,2
ugmhhx,33,0
ugmhei,0,12
ugmd2z,43,2
ugm74x,22,4
ugll9b,1,0
ugliqt,24,7
ugli5h,19,6
uglfb3,5,0
uglbld,31,0
ugl9mo,22,6
ugkus9,1,1
ugknay,79,3
ugkmio,4,0
ugkmb2,2,0
ugkm4f,1,0
ugkkg2,42,6
ugkgz1,1,1
ugk2i2,35,2
ugk0ho,37,1
ugjwmi,21,0
ugisxg,58,2
ugia60,91,2
ughw3b,10,3
ughrbq,65,4
ughnrz,1,0
ughkm4,17,2
ughk42,41,1
ughj9y,13,0
ughepo,1,0
ughdvl,1,0
ughdij,21,2
ugh6ct,22,32
ugh2bm,74,5
uggzob,38,2
uggzdz,32,1
uggypt,28,1
uggvyh,15,7
uggt9j,69,8
uggqym,98,8
ugghvh,14,4
uggau9,42,1
ugg6km,59,5
ugg50w,3,2
ugg3lj,1,0
ugfylg,149,7
ugfxvv,35,4
ugfx52,24,1
ugfs34,1,1
ugfo6x,12,5
ugfnx5,2,29
ugfnhj,21,1
ugfmme,40,1
ugfm9c,16,1
ugfjh0,1,0
ugf9vr,16,1
ugf7pz,17,0
ugf0zn,73,25
ugf0dh,196,8
ugevmg,30,0
ugesgz,331,18
uges7r,52,0
ugerse,1,0
ugen7h,12,3
ugeiug,9,3
ugegfg,11,18
ugeepv,59,5
uged3f,13,1
ugebxb,1,0
uge9vu,33,0
uge8ky,1,0
uge4cy,15,2
uge2gb,1447,62
uge24r,124,4
ugdyqm,63,6
ugdxlj,11,1
ugdwrf,36,3
ugdtie,16,1
ugdkrj,0,4
ugdkhf,32,4
ugdk8z,6,1
ugdjbi,14,0
ugdj5n,72,5
ugdiza,0,0
ugdhqw,16,2
