id,score,comments
ufbvdc,0,3
ufbt34,243,6
ufbsyu,1,0
ufbjb7,39,8
ufbdj0,151,6
ufb8hj,105,7
ufb6k2,1629,50
ufarjj,45,1
ufaly6,8,0
ufajzn,6,15
ufaiz8,1,0
ufaixn,618,24
ufaiq5,18,0
ufaipr,3033,139
ufahks,1,0
ufafa1,27,3
ufaf0r,47,5
ufaafr,46,2
ufa9qy,1,0
ufa65z,131,6
ufa5vn,39,1
ufa3c6,561,27
uf9yj1,16,3
uf9ybj,11,0
uf9xhq,1,0
uf9gbf,115,1
uf9bu8,19,0
uf9bbp,18,1
uf9au8,36,2
uf91qe,29,0
uf8zt9,1,0
uf8z4f,1045,23
uf8ri0,1,0
uf8osb,23,1
uf8knq,57,14
uf8hcy,20,0
uf8aj8,7,2
uf831c,2,0
uf7xfb,17,3
uf7vam,20,2
uf7sac,1,0
uf7g6e,38,2
uf7btd,29,0
uf746x,15,5
uf73nj,1,0
uf72w5,30,3
uf700s,10,0
uf6xvp,10,3
uf6q7g,37,10
uf6np5,1,0
uf6h8z,2,1
uf6bsg,23,5
uf65t0,2,1
uf644w,6,0
uf5sxy,6,0
uf5qmu,30,2
uf5oih,32,1
uf5l1k,19,5
uf5fjl,1,0
uf57o3,30,7
uf57dz,60,2
uf4xaz,118,23
uf4wts,1,0
uf4ran,11,2
uf41sq,16,1
uf3y1v,7,0
uf3qrm,1,0
uf3q3g,3,8
uf3ivi,1,0
uf3i1u,50,1
uf3h4h,1,0
uf3e1a,22,0
uf3bps,1,0
uf39xj,125,5
uf339j,1123,50
uf329j,31,1
uf2x2p,17,5
uf2iby,57,31
uf2gl8,4,2
uf2bku,18,3
uf2amk,65,6
uf28ar,1,0
uf250d,26,5
uf24un,0,5
uf20yc,12,2
uf1xpz,35,7
uf1q0z,27,3
uf1p6i,1,1
uf1ol4,89,4
uf1l6b,39,5
uf1j9y,1,0
uf1eu0,1,0
uf0z3j,13,0
uf0w9j,213,6
uf0v2y,682,25
uf0udp,61,5
uf0tlv,176,9
uf0q1i,1,1
uf0o1n,23,5
uf0i33,1,0
uf0br6,73,2
uf056b,74,8
uf0345,48,5
uf025s,52,13
uf01s4,25,2
uezqw9,13,0
uezn83,39,5
uezmqq,16,0
uezik2,52,3
uezhsy,28,0
uezhcn,11,3
uezh78,69,1
uezh1a,1,1
uezfa9,30,4
uez5ak,203,12
uez4m2,91,8
uez40p,47,2
ueyx4e,72,3
ueywr8,1,0
ueyutt,22,4
ueyu2o,15,1
ueyt0s,1,1
ueyspe,54,0
ueykm2,46,3
ueykjj,11,1
ueyfy3,85,16
ueyedp,29,0
ueyc5i,15,0
ueybb9,33,2
ueyaww,23,0
uey96f,13,1
uey8iu,30,2
uey5fk,5,2
uey4mn,14,1
uey206,371,17
uexz0g,34,0
uextxd,1,1
uexswu,24,4
uexl1n,38,3
uexfaj,54,6
uex3hw,16,4
uewxt8,20,1
uewuq9,79,12
uewrtv,29,0
uewqc1,37,3
uewnj2,59,5
uewm4c,23,1
uewj4r,33,1
uewic5,46,3
uewbn9,45,8
uewbfg,56,2
uew5ju,10331,253
uew3h4,36,1
uew38z,23,1
uew2by,1,0
uew1fs,755,124
uevvx4,75,8
uevtiw,1,1
uevr1k,1,0
uevnnm,59,5
uevnjx,154,3
uevbmq,34,2
ueuzb4,93,32
ueuyr1,28,2
ueuy55,1,1
ueuy3j,56,2
ueutbp,237,12
ueut5t,16,5
ueuiho,1,1
ueu953,41,13
ueu3zs,1,1
ueu2xg,32,1
uetf34,23,9
uetc6b,32,4
uet663,54,6
uet5co,17,4
uet0e6,1,0
ueszt6,47,13
uesfqy,12,2
ues81k,30,4
ues34v,175,9
ues072,1,1
uervu4,28,1
ueruda,4,3
uersqr,89,9
uergzx,1,0
ueqzry,15,0
ueqxwc,1,0
ueqwlt,1,0
ueqsf4,37,0
ueqf6s,0,0
ueqd5y,1,0
ueq74p,21,3
ueq6mg,388,22
ueppen,48,4
uepmf3,32,5
uephyb,18,3
uepgpi,37,6
uepg4g,1,0
uepeuq,21,10
uepd7z,41,8
uepcz4,1,0
uepcrm,29,3
uepbv7,51,2
uepbno,1,0
uep0gl,22,1
ueoucx,1,0
ueotea,418,30
ueojjz,11,4
ueny0g,31,4
uenxi9,20,5
uenncu,92,5
uenmfm,1,0
uenkn2,11,2
uenkmj,1,0
uen4bt,60,14
uen1fr,1,0
uemz8v,15,3
uemv3u,22,1
uemu8r,5,0
uemtn6,11,2
uemsqi,15,0
uems8o,19,0
uempm5,19,1
uemh2d,1,0
uem03k,158,7
uelyyz,110,0
uelnzv,1,0
uelno8,13437,147
uelm7m,13,0
uelgjp,1261,35
uelc2x,20,1
uelc0s,6,1
uekwfb,55,21
uekpvy,64,3
ueknxi,62,2
uekgpg,58,6
uekdav,7,0
uek4i8,27,1
uek4b6,2,0
uek2c2,38,7
uejt1y,6,4
uejr20,328,19
uejqmq,57,7
uejn0y,1,0
ueji08,1,0
uejgcp,1,0
uej084,348,16
ueivbm,1,0
ueitjp,0,27
ueibyk,49,7
uei8ka,2,0
uei8co,1258,35
uei2gu,66,7
uehwvm,3,3
uehdqt,19,2
uehb0t,20,1
uegkwd,4,3
uegil1,12,1
ueg7ed,133,11
ueg0xu,58,10
uefwa0,1,1
uefp8d,82,1
uefn75,1249,68
uefkvw,8,4
ueera6,1,0
ueeltt,1,0
ueelcw,10,3
ueekpl,1,0
ueekmd,1,0
ueeh10,1,0
ueec5o,280,91
ueeb4x,1,0
ueeb3y,1,0
uee7bq,12,3
uee78v,29,2
uee4ry,1,1
uee238,1,0
uedrma,1,1
uedptl,30,1
uednfy,1,1
ued9dk,1,0
ued8g1,1,1
uecyin,1,0
uectfz,22,10
uecqp5,8,4
uecqgg,17,1
uecemd,41,3
uece74,20,1
ueccv2,77,1
uecatk,2,0
uec9m2,1,0
uec7q8,51,4
uec5od,34,0
uec1fb,50,3
uebzi7,2,1
uebylj,59,0
uebxxl,57,0
uebop0,1,0
uebo7u,1,0
uebku0,1,0
uebkdo,50,7
uebfl9,646,10
ueb8yj,20,6
ueb2dy,32,3
ueaz5l,12,0
ueawv3,16,1
ueavmy,15,0
ueaq5e,22,16
ueaei3,1,0
uea68i,33,4
uea64v,22,0
uea54r,1,0
ue9znu,21,0
ue9xrj,9,1
ue9w4q,8,0
ue9qh1,58,2
ue9pmd,20,4
ue9oi2,40,1
ue9lpi,1,0
ue9hdn,133,9
ue9976,14,0
ue95s5,71,9
ue94c5,1,0
ue938u,47,4
ue8ziw,57,8
ue8xtk,116,38
ue8wr2,1,2
ue8wm9,91,11
ue8vic,53,0
ue8v1n,148,13
ue8un0,57,3
ue8u60,697,16
ue8tca,1,0
ue8t82,1,0
ue8s9o,68,4
ue8pw8,11,2
ue8otk,1,1
ue8nwu,1,1
ue8njq,19,3
ue8mop,160,7
ue8eze,1,0
ue8b1j,21,7
ue88vg,30,2
ue88dh,16,2
ue87u2,36,7
ue87ok,43,1
ue844s,24,2
ue83yq,2,1
ue8320,23,2
ue7yad,10,1
ue7wdl,11,2
ue7uav,43,4
ue7t50,13,0
ue7qwz,62,6
ue7ku0,61,16
ue7ji8,24,3
ue7evh,504,15
ue7bi9,0,9
ue7arc,285,17
ue797u,1,1
ue7305,51,5
ue72pg,16,1
ue6s2n,31,15
ue6rbc,1,1
ue6q35,130,11
ue69yh,1,0
ue65tg,26,3
ue63ws,1,0
ue629v,50,1
ue611o,1,0
ue5x5r,41,7
ue5g8a,55,12
ue569q,37,14
ue52c6,29,0
ue4ri8,25,2
ue4i1w,53,1
ue4gyz,346,75
ue4fl8,32,3
ue3oqf,72,3
ue3mxu,22,0
ue3mss,1,0
ue3jhr,23,2
ue3ghu,28,15
ue367z,17,1
ue2mmd,1,0
ue2m3n,35,2
ue2dee,59,6
ue24nu,1,0
ue23f8,1,0
ue233a,24,4
ue1yfz,28,2
ue1uvy,1,0
ue1rer,1,0
ue1qzv,1,0
ue1lxs,1,0
ue1kz0,8,14
ue1dfh,20,6
ue189q,13,2
ue15w4,1,0
ue0i9m,11104,176
ue09wa,30,2
ue04wx,1,1
ue00ay,4032,63
udzz3j,26,3
udzvwj,36,0
udzk7b,60,4
udzabv,82,2
udz8vi,1,1
udz5fp,50,0
udz4im,114,7
udz11o,300,12
udyy1t,12,0
udyq50,66,3
udyn1h,226,12
udymlk,11,5
udy3ta,29,3
udy2iv,1,0
udy1uy,75,5
udxyfs,88,5
udxxwn,26,4
udxwcp,1,1
udxvd3,1,0
udxlva,3,1
udxku1,1,0
udxjod,69,8
udxii4,65,4
udxi2e,34,0
udxda5,127,16
udxahq,1,0
udx2yq,36,3
udx2dl,42,14
udx044,1,3
udwz0v,38,0
udwoz9,22,3
udwklh,1,0
udwfoh,72,3
udvsb2,49,12
udvq2j,271,14
udv7en,7,5
udv532,62,5
udv4s1,14,2
udv4jn,24,1
uduypj,25,3
uduqlx,16,3
uduizz,1,0
uductq,1,0
udu8ka,1,0
udu7eu,6794,135
udtz48,0,22
udtw9f,13,9
udtmfi,625,17
udti8f,40,6
udteot,2498,228
udt1cs,1,0
udskxw,1,0
udsa37,130,6
uds9nf,1,0
uds9cj,1,1
uds98d,86,5
uds8dm,1,0
uds6nn,1,0
uds47z,1,0
udrzyi,308,15
udrxlc,1,0
udrktf,11,1
udr97u,175,37
udr949,9,1
udr6je,1,0
