id,score,comments
uaejht,421,24
uaeeyv,19,6
uaecin,102,5
uaeavu,47,2
uaea19,32,4
uae5bg,11,0
uae257,39,1
uae0s3,26,3
uadztw,30,0
uadzq1,34,1
uadu4f,17,3
uadtrn,378,19
uadt4a,36,10
uadqfu,29,2
uadd60,41,9
uadbdv,46,3
uad9xv,15,0
uad6zy,17,1
uad6mz,16,3
uad6mo,29,4
uad2op,0,5
uad1wn,35,1
uacza5,13,5
uacs83,1,0
uacngw,75,27
uaclmr,110,6
uacia2,11,0
uacfaj,51,2
uac76b,16,1
uac5br,23,0
uac4yc,17,1
uac25n,0,4
uabz5n,2,0
uaby3a,9,2
uabqw8,58,1
uabj3d,28,2
uabh7f,41,1
uabd5p,15,0
uabb9e,48,17
uab9cd,102,4
uab7sz,9,6
uab7q3,1,0
uab7h6,1,0
uab4fi,23,1
uaalja,32,4
uaak6e,14,1
uaak1s,1,0
uaajkz,21,0
uaadap,38,1
uaabsu,28,5
uaabj8,20,3
uaaagn,1,0
uaa73e,13,1
uaa5l3,119,0
uaa43d,54,2
ua9x59,13,1
ua9wua,515,38
ua9rnh,26,3
ua9rcn,58,6
ua9opu,27,2
ua9no0,48,6
ua9ma7,2,0
ua9j1f,30,2
ua9i7b,1,0
ua9ggz,14,1
ua9e5j,1,0
ua9dkx,21,2
ua98lz,21,3
ua96rb,43,6
ua95yc,7,1
ua94s0,27,1
ua935a,462,23
ua8wfv,31,1
ua8u5l,27,1
ua8qoq,12,1
ua8pz1,1,0
ua8p38,8,0
ua8m9c,53,2
ua8llq,22,1
ua8i4e,11,3
ua8h43,12,1
ua8fdk,62,2
ua8dg2,16,0
ua8bv6,89,0
ua88ao,1,0
ua87t4,39,4
ua86mi,22,0
ua86km,14,2
ua850x,58,2
ua82fn,1,0
ua7vhg,108,6
ua7v72,23,1
ua7obk,37,2
ua7ie7,75,3
ua7f7n,27,5
ua7eqr,16,5
ua7azz,1,0
ua754a,1,0
ua74no,1,0
ua71jr,50,4
ua6wn1,1,0
ua6wli,1,0
ua6rqy,14,0
ua6jza,16,1
ua6jgp,11,0
ua6b2s,10684,217
ua651g,9,0
ua5yx8,9,0
ua5xw8,17,4
ua5vgz,182,22
ua5ri1,276,8
ua5q2h,371,51
ua5owl,4,2
ua5m0z,196,21
ua5lvx,35,2
ua5k2u,37,8
ua5j62,1,0
ua5ixy,1,0
ua5i9m,1,0
ua5fg9,1,0
ua5dip,1,0
ua57mv,1202,90
ua4v5e,1,0
ua4v3a,62,3
ua4rw2,36,0
ua4m61,1,0
ua4jhl,45,11
ua48md,1,0
ua461i,68,10
ua3vui,15,1
ua3vks,1459,20
ua3svg,24,2
ua3qwb,44,7
ua3h1m,51,4
ua3e4p,513,30
ua36xo,14,2
ua2yot,162,10
ua2uc2,1233,24
ua2gh8,22,1
ua26t1,1,1
ua1lpg,41,4
ua1clo,102,14
ua1a2u,1,0
ua15em,1,0
ua0ttw,1,1
ua0r4r,1,0
ua0pia,1,0
ua0l9i,5,4
ua0ch9,18,0
ua062k,40,2
ua02dq,29,5
u9zs2d,6,1
u9zrp7,1,0
u9zn4l,1,1
u9zjwq,1,0
u9zjfl,1,1
u9ziuj,35,5
u9z1xe,0,3
u9yzu0,17,1
u9yxqt,1,2
u9yv82,1,0
u9yv3h,11,6
u9yulv,10,10
u9yuj1,1,0
u9yofv,13,6
u9yj7e,0,1
u9ygac,0,10
u9ya3g,17,3
u9y7na,1,1
u9y74j,1,0
u9y6fg,48,3
u9y1bs,15,3
u9xyvr,11,1
u9xlka,31,8
u9xlca,8,9
u9xb5h,66,5
u9x0fq,19,7
u9wwop,28,2
u9wvp2,28,2
u9wum9,27,1
u9wrr6,9,1
u9whte,29,3
u9wgh3,16,7
u9wbfz,21,2
u9w9wy,38,3
u9w117,27,4
u9w10u,21,2
u9w0jc,8,2
u9w05a,22,8
u9vxva,4,2
u9vxit,7,1
u9voxc,51,5
u9vo87,1,0
u9vm8x,17,3
u9vi0q,1,0
u9vewc,1,1
u9ve9i,36,3
u9v50a,23,4
u9v311,1,1
u9ut73,19,7
u9ujcj,51,4
u9uiuw,36,1
u9u9ry,6,1
u9u92t,31,55
u9u8ij,1,1
u9u5yi,44,2
u9u12w,1,0
u9u11q,11,1
u9tzpr,1,0
u9tx4c,1,1
u9tx3n,53,5
u9tsu6,17,2
u9tsck,12,7
u9trzc,20,3
u9tqsz,1,1
u9tj96,27,3
u9tihb,142,8
u9thb1,28,6
u9tetm,46,2
u9tbqy,1,1
u9tboq,1,2
u9tbec,15,2
u9ta2a,1,0
u9t7x0,20,10
u9t4oa,47,6
u9t2y1,31,4
u9stzk,5,9
u9styt,1,0
u9sttz,1,0
u9sqja,30,1
u9sq0h,15,2
u9sjdk,71,5
u9sezh,12,11
u9sdps,1,0
u9sd82,84,3
u9sb7j,14,18
u9s9ho,1,0
u9s7as,24,5
u9s6mn,22,4
u9s54a,1,0
u9s3qc,1,0
u9s252,1,0
u9rzyh,2,0
u9rze0,46,3
u9ry4p,187,9
u9rwnr,45,5
u9rvo3,34,4
u9rttb,1,0
u9rt8t,6,5
u9rsn5,5,1
u9rolz,87,8
u9rkw3,92,3
u9rjoc,27,3
u9rgql,1,0
u9rah4,12,3
u9r9uv,1,1
u9qy1v,24,1
u9qvah,57,4
u9qtzi,7,2
u9qr9s,32,2
u9qimu,162,20
u9qdpy,15,3
u9qc6b,286,27
u9qbzx,30,5
u9qb49,19,3
u9q7vn,12835,93
u9prsz,1,0
u9prgd,1,0
u9pj38,1,0
u9p69a,25,1
u9p5kv,9,1
u9p3ce,690,24
u9ox4b,40,2
u9otf1,71,2
u9okhl,0,5
u9oez1,38,4
u9ochv,99,10
u9obd6,17,6
u9o9m6,63,10
u9o8d2,2,1
u9nxlr,38,3
u9nwkr,4,3
u9ns23,2,1
u9njub,35,3
u9n1kj,37,1
u9my1c,30,1
u9mtzy,26,4
u9mrby,1,0
u9mmtm,13,2
u9mmke,145,8
u9mih7,1,0
u9mhg2,13,0
u9m922,40,4
u9m2fg,218,10
u9lppr,169,78
u9lorz,1,0
u9llta,1,0
u9lke9,1,0
u9lgnu,1,0
u9leao,1,0
u9ldz2,1,0
u9lat9,1,0
u9l1sl,16,3
u9kxmn,1,1
u9ktsw,7,0
u9ktmy,1,0
u9kspw,1,0
u9knfs,50,10
u9kf2i,5,3
u9k9t7,799,94
u9k6gm,13,6
u9k5vk,39,6
u9k0a6,2,6
u9k07h,1,1
u9ju98,10,4
u9ju0a,6,3
u9jtld,1,1
u9jsl9,4,1
u9jrfk,1,1
u9jote,1,1
u9jad9,15,2
u9j7em,18,4
u9j7am,139,9
u9j5ji,12,1
u9j599,45,121
u9j1vu,20,3
u9iyqq,64,1
u9it7j,29,2
u9iqme,143,9
u9ipuz,94,11
u9iodf,1,1
u9ihek,34,4
u9ieii,470,20
u9i9el,143,7
u9i5s0,1,0
u9hq33,1,0
u9hnor,25,2
u9hhsy,1,1
u9hhq7,39,6
u9h7zc,27,3
u9h6nt,4,6
u9h6i9,0,4
u9h41p,831,40
u9h3nd,36,13
u9h3i2,0,2
u9h2tj,208,10
u9gulb,3,3
u9gsfv,19,4
u9gs3h,62,4
u9gr9x,65,7
u9glxg,11,13
u9gjge,1,1
u9ghtv,6,1
u9g4va,31,2
u9g35j,1,1
u9g2on,55,1
u9g126,5,5
u9fzap,1,1
u9fmfz,3198,101
u9fiv1,1,0
u9fevm,84,6
u9fesc,1,0
u9f7lx,1,1
u9f353,614,62
u9f23n,1,2
u9f1wd,1,1
u9ezm4,1,0
u9evxk,3,7
u9elho,170,17
u9eknd,2,2
u9ek2i,1,1
u9ehuf,282,12
u9egv0,69,7
u9ebs6,52,15
u9ebkc,1,0
u9e3be,33,9
u9e2ug,115,1
u9e0j3,46,9
u9dyro,796,16
u9dw46,16,3
u9dss4,232,23
u9dp73,38,3
u9dof9,1,0
u9dmu6,2235,121
u9dkvd,21,3
u9dk6g,77,2
u9dbn5,0,27
u9d6zx,1,0
u9d5io,1,0
u9d0v3,1,0
u9czz6,9,1
u9cwva,5,2
u9cw5x,1,0
u9cvwi,14,2
u9cma5,67,10
u9cg44,1,1
u9cf1a,5876,105
u9bt50,34,4
u9bkdh,50,5
u9b5bf,101,5
u9b4ij,105,9
u9b191,1,1
u9aj47,52,4
u9agsl,1,0
u9a3xi,92,5
u99mjf,101,8
u99b5p,3,3
u996x7,24,6
u99455,1,0
u98zmp,231,6
u98slx,1,1
u98rai,1,0
u98ov7,0,9
u98o2n,1,1
u98m7s,658,13
u98ko4,3,2
u98jbp,1,1
u98hpq,42,5
u98fol,1,0
u98aqy,100,10
u98028,15,2
u97evi,1,0
u977uu,12,5
u96w3f,1,0
u96vi6,8,2
u96umj,4,6
u96tkn,25,59
u96ovr,16,3
u96kcg,1,2
u96aoj,250,22
u95k6y,30,7
u95gx4,221,13
u959pn,15,2
u9587u,54,2
u957cz,49,8
u9511u,15,1
u950hl,34,3
u94y2e,1,1
u94wkd,14,2
u94s3g,1,0
u94p73,24,3
u94me6,19,1
u94kuw,29,4
u94k9n,8,2
u94k5t,68,5
u94hc7,9,1
u94h5x,1,1
u94eoy,7,3
u94clo,1,0
u94a78,1,1
u944sd,1049,35
u943qt,1,1
u9431h,3,2
u941rr,71,3
u93xis,6,2
u93x25,74,3
u93wig,44,3
u93ukg,13,3
u93p22,30,4
u93obn,20,2
u93mip,44,10
u93lsp,20,7
u93iz2,28,4
u93hkc,46,3
u93dnp,35,1
u939y8,23,2
u938ya,15,3
u93691,30,3
u9363n,1,1
u934lt,130,6
u92zkr,21,8
u92zkl,1,0
u92ziq,74,9
u92wyc,34,5
u92mfm,43,4
u92lde,42,4
u92bgo,28,4
u92bg6,17,2
u92bb0,28,1
u926zg,19,3
u925ce,90,16
u91yoj,92,2
u91x0i,49,6
u91ttj,20,9
u91f96,87,7
u91boi,1,0
u91546,1,5
u912qu,28,5
u912dg,37,3
u90yob,1,2
u90vpg,1,0
u90pmj,23,4
u90phw,58,3
u90lzz,0,8
u90l3s,16,2
u90jcq,94,10
u90e3l,17,20
u909e5,8,3
u901tp,1,0
u90182,0,3
u900jc,1,1
u8zzu3,0,7
u8zu9v,15,5
u8zrz5,93,5
u8zr5p,12,2
u8zftk,118,4
u8zexf,17,2
u8zdxd,36,1
u8zaul,56,4
u8z1ml,21,9
u8z0zm,1,0
u8yzi9,23,3
u8yxwm,20,3
u8yxkp,11,3
u8yw8c,19,6
u8yrut,17,1
u8yneo,10,1
u8y6qx,1,0
u8y3lp,105,11
u8y2tc,30,10
u8y1s4,18,7
u8xxz9,61,2
u8xxpm,1,0
u8xsc1,25,5
u8xpk7,81,7
u8xpgk,26,1
u8xhtv,15,5
u8xevj,32,1
u8x91f,1,0
u8x866,34,4
u8x6y8,16,2
u8wvl3,51,5
u8wsfl,47,3
u8w6d7,25975,459
u8vpvk,1,0
u8vn7x,48,8
u8vjr4,113,10
u8vg9e,40,2
u8vazl,1,0
u8v8dp,1,1
u8v6s6,1,0
u8v3qj,13,2
u8v25l,1,1
u8v232,139,9
u8uxf2,19,1
u8uuqu,16,1
u8ut9y,38,4
u8us79,1,0
u8uqrd,3,2
u8updf,1,1
u8uhya,7,4
u8ugyc,1,1
u8u981,14,3
u8u2zg,88,10
u8tx4k,0,15
u8tvh3,37,5
u8thks,23,4
u8tgdz,15,1
u8t7xc,101,4
u8t41h,95,6
u8t14z,72,5
u8t0ib,33,1
u8t010,15,2
u8sycw,15,1
u8sqr9,44,3
u8sot5,836,177
u8sjkp,2,1
u8sfh0,34,8
u8sdkk,1,1
u8sbiw,21,1
u8sbf1,1,1
u8saep,19,2
u8sa5o,26,7
u8s859,1,0
u8s7f7,9,1
u8s5xt,1,0
u8s4mz,49,1
u8s0gc,1,0
u8ry4x,1,0
u8rrai,95,5
u8rnmt,19,2
u8rmny,1,1
u8rhrj,28,3
u8rews,1,1
u8rdfc,1,0
u8rban,1,0
u8r5fp,1,0
u8qvts,26,8
u8qlaj,26,4
u8qhen,63,9
u8qely,7,2
u8qcdn,81,6
u8q7vt,72,3
u8pytk,0,1
u8pxdx,4,10
u8pscv,124,4
u8pm28,1,1
u8pkvu,195,9
u8pj6d,1,2
u8phel,1,1
u8p5u7,275,15
u8or5m,10,1
u8oqqg,16,2
u8ooxc,319,13
u8omtx,453,25
u8oii4,37,7
u8oh8n,1,0
u8ogg1,112,8
u8oew6,1,0
u8obgn,1,0
u8oarg,21,3
u8o63z,8,5
u8o4pq,40,4
u8o23l,17,1
u8nzzd,7,2
u8nz5g,19,4
u8ny2j,21,2
u8nxw6,0,1
u8nwfd,1,0
u8nsnr,22,2
u8nrr0,1,0
u8npqv,59,3
u8neii,5,1
u8ndp4,16,16
u8n1p5,406,7
u8mwj4,47,5
u8mvjj,25,7
u8mqvn,87,6
u8mpft,15,2
u8mn7q,72,3
u8miuk,236,3
u8mh2j,28,1
u8mgjw,150,2
u8mdd8,3,9
u8m8tv,0,8
u8m8b8,1,1
u8lyrs,601,14
u8lwpt,4,3
u8lvlu,3310,69
u8lkz8,25,4
u8lj07,3,1
u8leuy,44,8
u8l9zz,1,0
u8l8tf,1,0
u8l4xj,99,3
u8kyz8,14,2
u8kykn,29,4
u8kcnz,50,6
u8k8jc,1,0
u8jsgy,18,7
u8jbeb,2,8
u8j4qu,1,1
u8j3e6,0,3
u8j1kn,1,1
u8iqel,1,6
u8ilwa,4,2
u8ibam,109,12
u8i5f6,1,0
u8i4bz,25,5
u8hnhm,1,0
u8hmsg,5,4
u8hisw,13,1
u8hi3q,1,1
u8hcxq,22,5
u8gcm7,18,1
u8g40w,23,3
u8g0u8,33,8
u8fzk2,15,4
u8fx7n,20,6
u8fvyo,1,2
u8fslc,1,1
u8fg4x,13,2
u8f9z9,18,3
u8f9vr,53,3
u8f9cd,1,1
u8f8tv,7,2
u8f6xd,1,0
u8f1kn,3,0
u8ehpr,1,0
u8eh75,14,2
u8efqr,2,1
u8edeh,10,3
u8e9jd,8,4
u8e2k3,33,5
u8dya8,13,25
u8dvym,39,3
u8dqov,34,1
u8dou8,37,8
u8do76,3,1
u8dg5r,55,7
u8dety,27,5
u8defo,1,0
u8de7u,50,6
u8dczd,14,3
u8dc5q,181,24
u8d9v3,1,0
u8d81v,1,0
u8d52e,159,26
u8d48f,1,0
u8d3hw,1,0
u8cyo7,18,2
u8cy9r,1,0
u8cu6t,24,6
u8cst2,23,3
u8cquj,130,10
u8ci85,11,10
u8cfsf,1,2
u8c9p7,41,6
u8c8az,15,3
u8c6ch,2,1
u8c3ab,14,8
u8c12z,31,12
u8bwwi,1929,62
u8br0e,747,7
u8bnet,31,23
u8blen,473,46
u8bjz0,1,0
u8bft1,6,2
u8be3t,80,5
u8bbbv,1,0
u8b816,24,4
u8b7n2,30,2
u8b745,9,3
u8b6y2,43,23
u8b62l,1,2
u8b4rb,10,6
u8b3qa,63,4
u8b0ez,17,1
u8azht,1,0
u8awqe,15,3
u8auf1,91,4
u8atq5,11,2
u8at4z,0,6
u8at0o,9,1
u8asfo,1,0
u8arqs,9,2
u8amx1,38,21
u8amaf,7,3
u8am9a,13,1
u8al9a,9,2
u8al5j,50,3
u8affz,13,1
u8a9rh,11031,152
u8a50d,17,1
u8a37a,2,2
u8a0iu,2356,178
u8a051,580,20
u89y94,7,3
u89xeg,1,1
